kod,vyucujici,role,datum,rocnik,program,text
NAIL002,"doc. RNDr. Iveta Mrázová, CSc.",přednáška,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"Every single concept was thoroughly explained by Prof. Mrázová in painstaking detail, and time was given to the student to manually practice how the different mathematical operations are made in the neural networks which allowed for a good concretisation. All the students questions were answered adequately, patiently, and thoroughly."
NAIL002,,cvičení,15.02.2026,1. ročník,Informatika - Umělá inteligence,"Cvičení pokrývá velice chabou část celého předmětu. V rámci cvičení jsou organizovány testy, které přispívají do hodnocení u zkoušky prezenčně a testíky, které přispívají k zápočtu online. Obě kategorie testů jsou naprosto otřesné. Často koncipovány takovém stylem, aby student za každou cenu selhal, nesnaží se otestovat reálné znalosti. Nejdůležitější součástí zápočtu je zápočtový projekt, který je nejasně specifikovaný i hodnocený, velice pozdě tématem potvrzený."
NAIL002,,cvičení,09.01.2026,1. ročník,Informatika - Umělá inteligence,"Predmet mi prijde ze obsahuje velke mnozstvi latky do az moc velkych detailu. Popisuji se tam podrobne vsechny mozne architektury a algoritmy pouzivane pred desitkami let. Moderni architektury neuronovych siti, nove postupy nebo napriklad jak danou sit realne natrenovat se tam neprobiraji. Jako historicky exkurz zajimave, ale myslim ze by stalo za to aktualizovat sylabus. Predmet by podle me nemel byt za 8 kreditu ale za mene. Prednasky me nenadchly."
NAIL002,,cvičení,09.01.2025,1. ročník,Informatika - Umělá inteligence,"In contrast to the lecture, actually learned a lot here. We went more slowly, we worked as a class."
NAIL002,,cvičení,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"Deepnote may have been slow, but the tool remains extremely effective in allowing an interactive lab. Using it is an excellent idea. Appart from that, the different labs were excellently feeding off the course, with all the concepts seen in class, they were well-paced and the learning curve was on a good rhythm particularly the lab about associative memories and digit recognition, it was impressive."
NAIL002,,cvičení,18.02.2024,1. Ročník,Informatika - Umělá inteligence,"Cvičení mi přišla velmi užitečná. V Pythonu jsme si zkoušeli sami psát kusy neuronek a naučili jsme se základní práci s některými známými knihovnami. Připravené jupyter notebooky byly super a nemám moc co vytknout. Akorát by to chtělo víc času - často jsme nestíhali a dost témat jsme zkrátili oproti plánu. Zvážil bych, jestli radši předmět nedat 2 cvičení + 1 přednáška."
NAIL002,,přednáška,15.02.2026,2. Ročník,Informatika - Umělá inteligence,"Předmět pro mě byl velkým zklamáním. Celý semestr je třeba luštit prezentaci, která je v některých částech velmi formální, jinde zase pouze heslovitá, nebo je půlka slidu věnována nějaké zvláštní omáčce okolo. Názvy, které nepoužívá skoro nikdo jiný (BP-network, genetické programování (kdekoliv jinde evoluční strategie)). Nekonzistentní značení (vektory vs. čísla, indexy, ...). Celé ta vadí o to víc, když je prezentace (až na doporučenou literaturu) je jediný studijní materiál, který jsme dostali k dispozici. Zvláštní mi připadá i zkouška, která se skládá nejdřív z 1h písemného testu (hromadně) a následné ústní zkoušky (individuálně). Otázky v testu jsou sice 2, ale zato poměrně obsáhlé a pro mě bylo velmi těžké jenom napsat všechno, co vím. Kvůli tomu jsem si látku spíš mechanicky memorizovat, abych jí zvládnul co nejrychleji napsat, než jí doopravdy rozumět. Na ústní část jsou studenti zváni v pořadí, ve kterém se na zkoušku zapsali. Tzn. ti, kteří se zapsali jako poslední, mají oproti těm dřívějším až 6 hodin navíc, aby se mohli doučit přesně ty otázky, které dostali v testu. Když jsem se snažil zpětnou vazbu dát i osobně paní a panu Mrázovi, tak mi řekli, že jestli se mi nelíbí, jak to učí, tak ať odstátnicuji a začnu si to učit sám. Řekl bych, že tento přístup odráží snahu vyučujících o zlepšení předmětu..."
NAIL002,,přednáška,15.02.2026,1. ročník,Informatika - Umělá inteligence,"Předmět, ohodnocený 8 kredity, drtivě zaostává za současnou dobou a moderními poznatky v tomto oboru. Jeho dominance v zaměření Strojové učení z něj dělají prakticky povinný předmět, ovšem sylabem je velice podprůměrný. Obsah zkoušky je předem nejasný a nezahrnuje celý sylabus."
NAIL002,,přednáška,29.01.2026,2. ročník,Computer Science - Artificial Intelligence,It is good that it goes into detail for everything but what is taught seems quite outdated.
NAIL002,,přednáška,09.01.2026,1. ročník,Informatika - Umělá inteligence,Predmet mi prijde znacne zastaraly a sylabus by potreboval aktualizovat.
NAIL002,,přednáška,12.02.2025,1. ročník,Informatika - Umělá inteligence,"Témy boli zaujímavé, no prišlo mi, že na slidoch bolo až príliš veľa textu, ktorý som nestíhal sledovať počas prednášky. V niektorých odvodeniach boli preskočené kroky, aj preto som prednáške nerozumel. Odporučil by som viac odvodzovať na tabuľu a pridať príklady ku témam."
NAIL002,,přednáška,09.01.2025,1. ročník,Informatika - Umělá inteligence,"Some parts were really interesting, some parts were really long and felt unnecessary. Perhaps splitting the course into two and taking it slower would be better than a single rushed semester."
NAIL002,,přednáška,18.02.2024,1. Ročník,Informatika - Umělá inteligence,"Když jsem ve studijním plánu UI viděl veliký předmět Neuronové sítě za 8 kreditů, měl jsem pocit, že to bude něco klíčového. Avšak opak byl pravdou. Kromě pár zajímavých témat okolo dopředných sítí většina témat spočívala v obskurním modelu, který se snaží násilně ""inspirovat biologií"". Nezřídka tak matematicky jednoduchý model, který používal byť jen jednoduché sčítání vektorů, byl složitě vysvětlován jako soustava neuronů. Čekal bych spíš název předmětu něco jako Historie neuronových sítí, aby se student mylně netěšil, že se zde dozví něco použitelného v praxi."
NAIL002,,přednáška,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"The subject is so wide yet the course manages to cover so much and then some. Never did I expect to learn about deep concepts such as SuperSAB or Adam or Associative Memories in such a well-explained, formal and sound mathematical way. Carefully organised course, despite the breadth of the concepts explored. Just Excellent."
NAIL002,,přednáška,18.02.2024,1. ročník,Informatika - Umělá inteligence,"Bohužel ač náplň předmětu zní lákavě, realita se moc nepotkala s očekáváními. Dost možná to, co napíšu souvisí hlavně s přednášející (doc. Mrázová). Slidy jsou zastaralé, ošklivé, nepřehledné a blbě se z nich učí. Nahrávky z covidu existují pouze asi pro první 3 přednášky, což je dost k ničemu. Témata možná nejsou až tak žhavá v dnešním světě, budiž, ale i tak by podle mě mohla být zajímavá, což se těžce nedaří. 2 přednášky týdně mi přišly přestřelené, myslím, že by se obsah vešel do jedné. Chybí nějaké logické členění. Přednášky jsou jeden souvislý tok, který je akorát rozsekán v bodech, kdy zrovna dojde čas. Chybí nějaké shrnující části, silnější vysvětlení hlavních konceptů. Ne, je to jen plynulý chaos. Co hodnotím kladně, jsou průběžné testy a započítání bodů ze cvičení do zkoušky - člověk pak neměl tolik obav se zkouškou. Celkově na 8 kreditů to nebylo až tolik práce. Kdybych měl předmět změnit, vyhodil bych jednu přednášku, možná přidal cvičení (nebo prodloužil), snížil kreditovou dotaci a asi hlavně změnil přednášející :/ Jestli zvažujete zápis v této formě, látku z přednášek se učte doma (prý to dost jede podle nějaké z knížek z literatury) a choďte jen na cvičení (ty jsou fajn)."
NAIL029,"Mgr. Marta Vomlelová, Ph.D.",přednáška,06.08.2025,1. ročník,Mathematical Analysis,"Summer semester 2025. Prof. Vomlelova is highly knowledgeable and responsive, offering clear, insightful explanations that go beyond the course material. Although she seemed slightly hesitant early on, her confidence grew over time. Her patience and dedication to student learning are commendable, and with more vocal confidence, her teaching style could be even more impactful."
NAIL029,"Mgr. Marta Vomlelová, Ph.D.",přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"Professor Vomlelova is remarkably knowledgeable and quick-witted. She not only encourages questions but also extends her explanations beyond the course content, offering insightful answers that directly clarify the lecture material. Her inherent teaching qualities are commendable, and she should confidently showcase these qualities during her lectures. While I initially sensed a hint of unease or hesitation in her presentation at the beginning of the semester, this gradually dissipated. I sincerely appreciate her dedication to delivering coherent lectures while patiently addressing our questions, no matter how basic they may have seemed, all in the spirit of fostering our learning. I encourage her to continue growing in confidence and feel free to be louder, which would further enhance her teaching style. Overall, I am deeply grateful for the opportunity to have taken her classes and gained invaluable knowledge that has also significantly benefited my performance in other courses."
NAIL029,,přednáška,06.08.2025,1. ročník,Mathematical Analysis,"Summer semester 2025. An overall above average course: a well-organized one that provided a theory-focused overview of machine learning methods. While outdated slides were occasionally uploaded, they were corrected in time for the exams. I would also suggest to have better-organized slides: sometimes it was difficult to even understand the point of the topics illustrated. I would have also put more emphasis on the practical application and aspects of the methods taught during lectures."
NAIL029,,přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,"he course content is well-organized, offering a comprehensive overview of machine learning methods heavily influenced by ""The Elements of Statistical Learning."" There were occasional instances where outdated slides were posted on Moodle, although these were promptly corrected before the exams. It was noted by some participants that this happened a few times, but it was not a persistent occurrence. In the future, I would appreciate more consistent updates of slides after each lecture to ensure current material is readily available. Despite these occasional issues, the course introduced me to new logical inductive reasoning techniques in machine learning and effectively integrated a variety of methods into a cohesive unit. Deep learning and deep reinforcement learning, which have dedicated courses, were appropriately excluded from this overview. Overall, the course provided a deep theoretical understanding and a unique perspective on machine learning."
NPFL147,"Mgr. Jindřich Helcl, Ph.D.",cvičení,15.02.2026,1. ročník,Computer Science - Artificial Intelligence,It took them a while to grade the assignments
